accuracy,latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),index,qos,strategy,cpu-freq,layer,edge-accelerator,server-accelerator
0.605,94.045685329,66.86576654224883,0.4223537614871144,9.135056833,73.799887,11.110741495999989,66.44341278076172,4.767790794372559,1.7000000476837158,4.526999950408936,84.2,588.025390625,0,94.7906709776648,cloud,1800,0,off,True
0.605,96.290614144,67.63268165558156,0.4008014675932765,10.72731782,74.703337,10.859959323999988,67.23188018798828,4.819263935089111,1.7000000476837158,4.500999927520752,93.8,588.025390625,0,94.7906709776648,latency,1200,0,off,True
0.605,95.300056673,67.01848585577604,0.3954542395650983,10.815018865,73.977872,10.507165807999982,66.62303161621094,4.777544975280762,1.7000000476837158,4.539999961853027,93.6,588.025390625,0,94.7906709776648,splinter:latency,1200,0,off,True
0.603,436.007522162,2.920772029774225,2.920772029774225,436.007513199,0.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,0,94.7906709776648,edge,1800,22,max,False
0.603,443.560717463,2.9531821117586734,2.9531821117586734,443.560706278,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0,94.7906709776648,energy,800,22,std,False
0.605,105.256892875,67.26786565859801,0.5010962494183183,20.914033413,73.570521,10.772338462000008,66.76676940917969,4.74495792388916,1.7000000476837158,4.539999961853027,86.9,588.025390625,1,4286.694420455027,cloud,1800,0,off,True
0.603,434.058237316,2.9518474832070822,2.9518474832070822,434.058227945,0.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,1,4286.694420455027,edge,1800,22,max,False
0.603,438.019788289,2.604209135391605,2.604209135391605,438.019778086,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1,4286.694420455027,energy,800,22,std,False
0.605,93.835480307,66.14655846728041,0.3021370805616617,10.706089174,72.912861,10.216530132999992,65.84442138671875,4.707767963409424,1.7000000476837158,4.572000026702881,95.3,588.025390625,1,4286.694420455027,latency,1200,0,off,True
0.603,442.874997692,2.2264475264917136,2.2264475264917136,442.874980859,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,1,4286.694420455027,splinter:latency,800,22,std,False
0.605,93.751817471,67.35520870996125,0.3312142641604662,9.416052864,73.962725,10.373039606999995,67.02399444580078,4.767580986022949,1.7000000476837158,4.552000045776367,81.3,588.025390625,2,1532.6243226141037,cloud,1800,0,off,True
0.603,434.298501682,2.406616871244776,2.406616871244776,434.298491645,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,2,1532.6243226141037,energy,800,22,std,False
0.605,94.850696503,67.1743631439844,0.3036432343164205,10.732287561,73.862604,10.255804941999996,66.87071990966797,4.737542152404785,1.7000000476837158,4.546000003814697,94.1,588.025390625,2,1532.6243226141037,latency,1200,0,off,True
0.603,442.385093132,2.22193290909009,2.22193290909009,442.3850798360001,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,2,1532.6243226141037,splinter:latency,800,22,std,False
0.605,96.117093376,67.24783671117375,0.3392215988690615,10.542495282,74.306502,11.268096094,66.90861511230469,4.788536071777344,1.7000000476837158,4.527999877929688,81.6,588.025390625,3,2738.347089400668,cloud,1800,0,off,True
0.605,96.691392732,67.54083993525299,0.4196851500967383,10.723268922,74.637925,11.33019881,67.12115478515625,4.815327167510986,1.7000000476837158,4.51200008392334,95.3,588.025390625,3,2738.347089400668,latency,1200,0,off,True
0.603,443.554665246,2.225228493989134,2.225228493989134,443.554651931,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,3,2738.347089400668,splinter:latency,800,22,std,False
0.605,95.553873363,67.26346399026473,0.3361110849912881,10.114416447,74.502766,10.936690916000018,66.92735290527344,4.801608085632324,1.7000000476837158,4.51800012588501,75.3,588.025390625,4,641.439097226919,cloud,1800,0,off,True
0.603,425.774415018,2.411087918724776,2.411087918724776,425.774403426,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4,641.439097226919,edge,1800,22,max,False
0.603,433.437489654,2.404242261145258,2.404242261145258,433.437479877,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,4,641.439097226919,energy,800,22,std,False
0.605,118.204150184,67.22412758826492,0.373595056526637,10.68564338,74.109271,33.40923580399999,66.85053253173828,4.775056838989258,1.7000000476837158,4.53000020980835,94.6,588.025390625,4,641.439097226919,latency,1200,0,off,True
0.603,443.405122331,2.2264865593508123,2.2264865593508123,443.40510946100005,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,4,641.439097226919,splinter:latency,800,22,std,False
0.605,97.513312867,67.81790472173887,0.3430512061138749,10.564985417,74.520406,12.42792145,67.474853515625,4.801770210266113,1.7000000476837158,4.506999969482422,87.8,588.025390625,5,4115.060522719543,cloud,1800,0,off,True
0.603,425.268419311,2.4099241072709323,2.4099241072709323,425.268409367,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,5,4115.060522719543,edge,1800,22,max,False
0.603,433.587820724,2.406632546365988,2.406632546365988,433.587811169,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,5,4115.060522719543,energy,800,22,std,False
0.605,105.519798817,67.16563313350635,0.335104874229002,20.911113717,74.176484,10.4322011,66.83052825927734,4.783023834228516,1.7000000476837158,4.521999835968018,94.2,588.025390625,5,4115.060522719543,latency,1200,0,off,True
0.603,443.064371503,2.225107337348282,2.225107337348282,443.064358688,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,5,4115.060522719543,splinter:latency,800,22,std,False
0.605,97.707125314,67.40319285398006,0.3440803051519394,9.445850089,73.754115,14.507160224999993,67.05911254882812,4.758969783782959,1.7999999523162842,4.533999919891357,82.0,588.025390625,6,1203.305802680872,cloud,1800,0,off,True
0.603,425.334697517,2.4038225493700978,2.4038225493700978,425.334687202,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,6,1203.305802680872,edge,1800,22,max,False
0.603,433.810507434,2.403819092711687,2.403819092711687,433.810496971,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,6,1203.305802680872,energy,800,22,std,False
0.605,98.628030579,67.33965533149727,0.3147911347199201,10.880165045,74.640236,13.107629533999996,67.02486419677734,4.81505823135376,1.7000000476837158,4.485000133514404,94.7,588.025390625,6,1203.305802680872,latency,1200,0,off,True
0.603,443.835434279,2.2260364534436823,2.2260364534436823,443.835421612,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,6,1203.305802680872,splinter:latency,800,22,std,False
0.605,92.772982372,66.69620273812552,0.3256506751372456,8.792337526,73.548282,10.43236284599999,66.37055206298828,4.753966808319092,1.7000000476837158,4.550000190734863,87.9,588.025390625,7,1290.340507350371,cloud,1800,0,off,True
0.603,425.679182611,2.4038516514132025,2.4038516514132025,425.679172814,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,7,1290.340507350371,edge,1800,22,max,False
0.603,433.471188059,2.40004747221446,2.40004747221446,433.471178152,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,7,1290.340507350371,energy,800,22,std,False
0.605,96.212539189,67.05005577786744,0.3067391274768233,10.750869397,74.302434,11.15923579199999,66.74331665039062,4.79813289642334,1.7000000476837158,4.53000020980835,94.3,588.025390625,7,1290.340507350371,latency,1200,0,off,True
0.603,443.869677211,2.2240317164316297,2.2240317164316297,443.869664155,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,7,1290.340507350371,splinter:latency,800,22,std,False
0.605,93.464289206,66.8566003755509,0.3299585298477769,9.272832587,73.531957,10.659499619000002,66.52664184570312,4.751430988311768,1.7000000476837158,4.552999973297119,83.6,588.025390625,8,2813.4749688531188,cloud,1800,0,off,True
0.603,425.21019566,2.400016424701833,2.400016424701833,425.210186993,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,8,2813.4749688531188,edge,1800,22,max,False
0.603,434.27104907,2.4025387694076064,2.4025387694076064,434.271039552,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,8,2813.4749688531188,energy,800,22,std,False
0.605,99.11435304,68.30941040950448,0.3155368133130669,12.322805601,75.061963,11.729584439000009,67.9938735961914,4.832541942596436,1.7000000476837158,4.488999843597412,81.9,588.025390625,8,2813.4749688531188,latency,1200,0,off,True
0.603,443.371628237,2.223466935745704,2.223466935745704,443.371615145,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,8,2813.4749688531188,splinter:latency,800,22,std,False
0.605,94.032849479,67.3111974244761,0.3308965211557865,8.804230514,74.561664,10.666954965000016,66.98030090332031,4.798279762268066,1.7000000476837158,4.508999824523926,87.3,588.025390625,9,2262.996772178989,cloud,1800,0,off,True
0.603,426.483446593,2.418066096475387,2.418066096475387,426.483437056,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,9,2262.996772178989,edge,1800,22,max,False
0.603,434.318411735,2.413908551651025,2.413908551651025,434.318401383,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9,2262.996772178989,energy,800,22,std,False
0.605,94.842771551,66.3252832509671,0.3039667226467847,10.681338932,73.633186,10.528246619,66.02131652832031,4.741799831390381,1.7000000476837158,4.544000148773193,96.0,588.025390625,9,2262.996772178989,latency,1200,0,off,True
0.603,443.530712889,2.2284979989234213,2.2284979989234213,443.530699759,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,9,2262.996772178989,splinter:latency,800,22,std,False
0.605,95.084754565,68.61326132119383,0.3352843314477324,8.945184043,75.396538,10.743032521999991,68.2779769897461,4.844096183776856,1.7000000476837158,4.4710001945495605,88.4,588.025390625,10,775.1108850558755,cloud,1800,0,off,True
0.603,426.096343252,2.4114865137445567,2.4114865137445567,426.09633353,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,10,775.1108850558755,edge,1800,22,max,False
0.603,433.871270847,2.4083390094180226,2.4083390094180226,433.871260532,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,10,775.1108850558755,energy,800,22,std,False
0.605,94.927119987,66.8786657585711,0.3045461907000065,10.729738123,73.522878,10.674503863999988,66.5741195678711,4.730969905853272,1.7000000476837158,4.541999816894531,94.2,588.025390625,10,775.1108850558755,latency,1200,0,off,True
0.603,442.791593905,2.224250387969148,2.224250387969148,442.791580479,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,10,775.1108850558755,splinter:latency,800,22,std,False
0.605,95.002917568,67.98236073532122,0.3347929862977862,9.350100871,75.029233,10.623583697,67.64756774902344,4.815903186798096,1.7000000476837158,4.47599983215332,82.7,588.025390625,11,139.23946152965215,cloud,1800,0,off,True
0.603,426.359101527,2.404140990194559,2.404140990194559,426.359091657,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,11,139.23946152965215,edge,1800,22,max,False
0.603,434.260499585,2.409649661929607,2.409649661929607,434.260489474,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,11,139.23946152965215,energy,800,22,std,False
0.603,426.274894506,2.406173069327211,2.406173069327211,426.274885358,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,2,1532.6243226141037,edge,1800,22,max,False
0.603,426.223953804,2.4178327867120384,2.4178327867120384,426.223944064,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3,2738.347089400668,edge,1800,22,max,False
0.603,434.528850674,2.4163368350146293,2.4163368350146293,434.528838859,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3,2738.347089400668,energy,800,22,std,False
0.605,106.688083025,73.01233940690263,0.3395870265315294,10.84952759,78.0215,17.817055435000015,72.6727523803711,4.968887805938721,1.7000000476837158,4.322999954223633,93.5,588.025390625,11,139.23946152965215,latency,1200,0,off,True
0.609,128.104275234,69.80701781243505,0.667560109798324,49.790659934,74.920091,3.39352430000001,69.13945770263672,4.471767902374268,1.7000000476837158,0.9959999918937684,29.4,98.0244140625,11,139.23946152965215,splinter:latency,1600,17,max,True
0.605,97.840725684,73.06318796851993,0.3441861985003949,8.780218648,78.456709,10.603798036,72.71900177001953,5.006910800933838,1.7000000476837158,4.296999931335449,88.2,588.025390625,12,1117.4684480453138,cloud,1800,0,off,True
0.603,426.52849143300006,2.413522761879181,2.413522761879181,426.528482507,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,12,1117.4684480453138,edge,1800,22,max,False
0.603,433.691677035,2.409216009844816,2.409216009844816,433.691667998,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,12,1117.4684480453138,energy,800,22,std,False
0.605,103.713460873,73.43036582366281,0.3306954135065555,10.778394616,78.815344,14.119722257000006,73.09967041015625,5.028741836547852,1.7000000476837158,4.298999786376953,94.0,588.025390625,12,1117.4684480453138,latency,1200,0,off,True
0.603,444.509599926,2.232821098768699,2.232821098768699,444.509586518,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,12,1117.4684480453138,splinter:latency,800,22,std,False
0.605,98.265086998,73.03749263622898,0.3447970185531974,9.30122414,78.104799,10.859063858,72.69269561767578,4.981354236602783,1.7000000476837158,4.320000171661377,83.0,588.025390625,13,314.1531076047635,cloud,1800,0,off,True
0.603,426.093382727,2.4174375905367134,2.4174375905367134,426.093373005,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,13,314.1531076047635,edge,1800,22,max,False
0.603,434.218136494,2.413974688428736,2.413974688428736,434.218127068,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13,314.1531076047635,energy,800,22,std,False
0.605,100.199536615,73.71036446769945,0.3197013207267999,10.729045436,79.072547,10.397944178999992,73.39066314697266,5.049831867218018,1.7000000476837158,4.277999877929688,94.6,588.025390625,13,314.1531076047635,latency,1200,0,off,True
0.609,129.745646593,71.48749845507494,0.6762496757780672,49.808816565,76.324563,3.612267028000005,70.81124877929688,4.5565361976623535,1.7000000476837158,0.9950000047683716,29.4,98.0244140625,13,314.1531076047635,splinter:latency,1600,17,max,True
0.605,99.007959147,73.72209659702297,0.348088418312037,8.834085378000001,79.009482,11.164391768999993,73.37400817871094,5.038610935211182,1.7000000476837158,4.269999980926514,88.0,588.025390625,14,395.4955854322002,cloud,1800,0,off,True
0.603,425.720661693,2.407980802773023,2.407980802773023,425.720651341,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,14,395.4955854322002,edge,1800,22,max,False
0.603,433.692948613,2.4064434206676726,2.4064434206676726,433.692936391,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,14,395.4955854322002,energy,800,22,std,False
0.605,100.679524,73.63262092918312,0.3206855043784261,10.64349005,79.480104,10.555929950000008,73.31193542480469,5.067608833312988,1.600000023841858,4.235000133514404,95.8,588.025390625,14,395.4955854322002,latency,1200,0,off,True
0.609,130.053611857,71.15955373701634,0.6780855363327503,49.860826786,76.402353,3.790432070999998,70.4814682006836,4.560983180999756,1.7000000476837158,0.996999979019165,29.1,98.0244140625,14,395.4955854322002,splinter:latency,1600,17,max,True
0.605,99.054884649,73.62600512637722,0.3489894403420686,10.546871758,78.655979,9.852033891000003,73.27701568603516,5.017693996429443,1.7000000476837158,4.289999961853027,76.6,588.025390625,15,90.60000000000012,cloud,1800,0,off,True
0.603,426.636117842,2.4163769367831462,2.4163769367831462,426.636108009,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,15,90.60000000000012,edge,1800,22,max,False
0.603,433.844314214,2.408575147595632,2.408575147595632,433.844304788,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,15,90.60000000000012,energy,800,22,std,False
0.605,110.314517711,73.26061074032249,0.3490430523342132,20.927106911,78.860347,10.527063799999992,72.91156768798828,5.017128944396973,1.7000000476837158,4.285999774932861,93.8,588.025390625,15,90.60000000000012,latency,1200,0,off,True
0.605,108.579257157,71.96432851163387,0.3429524740362167,20.917589081,77.381407,10.280261076000002,71.62137603759766,4.945127964019775,1.7000000476837158,4.366000175476074,93.8,588.025390625,15,90.60000000000012,splinter:latency,1200,0,off,True
0.605,98.917461728,73.44370755554877,0.3461886346503257,8.697258678999999,78.632756,11.587447049000003,73.09751892089844,5.0083489418029785,1.7000000476837158,4.289999961853027,88.9,588.025390625,16,290.2637757152884,cloud,1800,0,off,True
0.603,425.701829935,2.409196600279105,2.409196600279105,425.701820213,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,16,290.2637757152884,edge,1800,22,max,False
0.603,434.391642332,2.416783923305392,2.416783923305392,434.391633036,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16,290.2637757152884,energy,800,22,std,False
0.605,99.023725762,72.83835025606069,0.3163318234435081,10.656519049,77.989273,10.377933713000004,72.52201843261719,4.974580764770508,1.7000000476837158,4.328000068664551,94.9,588.025390625,16,290.2637757152884,latency,1200,0,off,True
0.603,425.562933019,2.4205735748996258,2.4205735748996258,425.56292363,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,17,638.157799522766,edge,1800,22,max,False
0.603,434.064658455,2.409671065664172,2.409671065664172,434.064646659,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,17,638.157799522766,energy,800,22,std,False
0.603,444.160377957,2.235124618041062,2.235124618041062,444.160364254,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,17,638.157799522766,splinter:latency,800,22,std,False
0.603,425.651903764,2.41952878921752,2.41952878921752,425.651895079,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,18,4292.107363380819,edge,1800,22,max,False
0.603,434.141927397,2.409372158169257,2.409372158169257,434.141917952,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,18,4292.107363380819,energy,800,22,std,False
0.605,99.957447546,67.13418827315003,0.4634576823297143,9.952229959,73.933786,16.071431587000006,66.67073059082031,4.77443790435791,1.7000000476837158,4.539999961853027,77.2,588.025390625,17,638.157799522766,cloud,1800,0,off,True
0.605,95.387942976,67.62404617070521,0.4086988806661487,10.822338405,74.565137,10.000467571,67.21534729003906,4.7954840660095215,1.7000000476837158,4.51800012588501,93.9,588.025390625,17,638.157799522766,latency,1200,0,off,True
0.605,94.898701981,68.46307055516587,0.4381987289939999,8.576787753,74.888297,11.433617228000005,68.02487182617188,4.824221134185791,1.7000000476837158,4.482999801635742,89.4,588.025390625,18,4292.107363380819,cloud,1800,0,off,True
0.605,96.883630449,68.90008891580632,0.4142338132672548,10.790694995,75.820621,10.272314453999996,68.48585510253906,4.880289077758789,1.7000000476837158,4.434000015258789,95.3,588.025390625,18,4292.107363380819,latency,1200,0,off,True
0.605,96.35128499,68.69503677919027,0.4321659906160592,10.553940191,75.71632,10.081024799000003,68.26287078857422,4.873318195343018,1.7000000476837158,4.454999923706055,86.8,588.025390625,19,335.90474854516646,cloud,1800,0,off,True
0.605,106.678304767,68.83487462510601,0.4408087681724191,20.917894852000003,75.792972,9.96743791499999,68.3940658569336,4.880919933319092,1.7000000476837158,4.447000026702881,93.1,588.025390625,19,335.90474854516646,latency,1200,0,off,True
0.605,95.984400188,68.39397052665339,0.4315758122979164,10.603176233,75.010678,10.370545954999995,67.96239471435547,4.832208156585693,1.600000023841858,4.486000061035156,86.3,588.025390625,20,4144.751286453051,cloud,1800,0,off,True
0.605,97.317100205,69.48425407046666,0.4043209039627552,10.786745322,75.946854,10.583500883,69.0799331665039,4.8899760246276855,1.7000000476837158,4.436999797821045,95.3,588.025390625,20,4144.751286453051,latency,1200,0,off,True
